-289359387.25256157	4.753562	auto
-289359387.25256157	5.073728	auto
-289359387.25256157	5.392386	auto
-289358549.9664344	5.711295	auto
-289360224.5435343	6.030097	auto
-289359387.25256157	6.349854	auto
-289359387.25256157	6.669726	auto
-289359387.25256157	6.989989	auto
-289359387.25256157	7.308818	auto
-283736238.79241854	7.627772	auto
-289358549.9664344	7.946284	auto
-289357712.68515277	8.266362	auto
-289358549.9664344	8.585045	auto
-289359387.25256157	8.904979	auto
-289357712.68515277	9.223915	auto
-289358549.9664344	9.543951	auto
-289357712.68515277	9.862558	auto
-289357712.68515277	10.182773	auto
-283734628.6764915	10.501902	auto
-289357712.68515277	10.821388	auto
-289357712.68515277	11.140597	auto
-289357712.68515277	11.460105	auto
-289357712.68515277	11.778157	auto
-289357712.68515277	12.098872	auto
