-283732213.5368639	0.000982	manual not set
-289357712.68515277	0.927703	manual not set
-295207309.3329791	1.230849	manual not set
-283733018.57883805	1.550791	manual not set
-289356038.13712585	1.87092	manual not set
-295207309.3329791	2.191838	manual not set
-283733018.57883805	2.511122	manual not set
-283733823.6253806	2.830883	manual not set
-289356875.4087166	3.13867	manual not set
-283734628.6764915	3.451027	manual not set
-289356875.4087166	3.770063	manual not set
-289357712.68515277	4.090028	manual not set
-295207309.3329791	4.409203	manual not set
-289356038.13712585	4.729947	manual not set
-289356875.4087166	5.04811	manual not set
-283733018.57883805	5.3677	manual not set
-289356875.4087166	5.688949	manual not set
-289356038.13712585	6.0078	manual not set
-289355200.87038046	6.314314	manual not set
-289356038.13712585	6.626395	manual not set
-289356038.13712585	6.947619	manual not set
-289356038.13712585	7.267544	manual not set
-289356875.4087166	7.587655	manual not set
-289356038.13712585	7.907449	manual not set
-283733018.57883805	8.227719	manual not set
-283731408.4994581	8.548605	manual not set
-289356038.13712585	8.868765	manual not set
-289355200.87038046	9.188696	manual not set
-289355200.87038046	9.509806	manual not set
-289355200.87038046	9.829647	manual not set
-295205566.39615995	10.150809	manual not set
-289356038.13712585	10.470082	manual not set
-289355200.87038046	10.790602	manual not set
-289356038.13712585	11.110304	manual not set
-289354363.6084804	11.43073	manual not set
-283730603.46662056	11.750915	manual not set
-289355200.87038046	12.07155	manual not set
-283731408.4994581	12.39162	manual not set
