900.0000	 -0.0641
899.5000	 -0.0764
899.0000	 -0.0704
898.5000	 -0.0675
898.0000	 -0.0786
897.5000	 -0.0662
897.0000	 -0.0780
896.5000	 -0.0797
896.0000	 -0.0602
895.5000	 -0.0673
895.0000	 -0.0623
894.5000	 -0.0736
894.0000	 -0.0716
893.5000	 -0.0863
893.0000	 -0.0767
892.5000	 -0.0677
892.0000	 -0.0617
891.5000	 -0.0705
891.0000	 -0.0655
890.5000	 -0.0742
890.0000	 -0.0530
889.5000	 -0.0692
889.0000	 -0.0764
888.5000	 -0.0655
888.0000	 -0.0728
887.5000	 -0.0697
887.0000	 -0.0675
886.5000	 -0.0734
886.0000	 -0.0680
885.5000	 -0.0723
885.0000	 -0.0710
884.5000	 -0.0758
884.0000	 -0.0665
883.5000	 -0.0757
883.0000	 -0.0771
882.5000	 -0.0648
882.0000	 -0.0795
881.5000	 -0.0770
881.0000	 -0.0697
880.5000	 -0.0679
880.0000	 -0.0748
879.5000	 -0.0704
879.0000	 -0.0667
878.5000	 -0.0668
878.0000	 -0.0705
877.5000	 -0.0781
877.0000	 -0.0754
876.5000	 -0.0763
876.0000	 -0.0707
875.5000	 -0.0764
875.0000	 -0.0688
874.5000	 -0.0725
874.0000	 -0.0704
873.5000	 -0.0725
873.0000	 -0.0779
872.5000	 -0.0741
872.0000	 -0.0745
871.5000	 -0.0765
871.0000	 -0.0741
870.5000	 -0.0769
870.0000	 -0.0757
869.5000	 -0.0778
869.0000	 -0.0719
868.5000	 -0.0769
868.0000	 -0.0748
867.5000	 -0.0769
867.0000	 -0.0745
866.5000	 -0.0752
866.0000	 -0.0782
865.5000	 -0.0780
865.0000	 -0.0763
864.5000	 -0.0780
864.0000	 -0.0777
863.5000	 -0.0765
863.0000	 -0.0780
862.5000	 -0.0764
862.0000	 -0.0750
861.5000	 -0.0788
861.0000	 -0.0778
860.5000	 -0.0801
860.0000	 -0.0798
859.5000	 -0.0783
859.0000	 -0.0800
858.5000	 -0.0786
858.0000	 -0.0799
857.5000	 -0.0808
857.0000	 -0.0785
856.5000	 -0.0799
856.0000	 -0.0818
855.5000	 -0.0810
855.0000	 -0.0810
854.5000	 -0.0790
854.0000	 -0.0825
853.5000	 -0.0817
853.0000	 -0.0792
852.5000	 -0.0820
852.0000	 -0.0814
851.5000	 -0.0814
851.0000	 -0.0809
850.5000	 -0.0808
850.0000	 -0.0821
849.5000	 -0.0819
849.0000	 -0.0804
848.5000	 -0.0806
848.0000	 -0.0801
847.5000	 -0.0808
847.0000	 -0.0803
846.5000	 -0.0813
846.0000	 -0.0802
845.5000	 -0.0798
845.0000	 -0.0800
844.5000	 -0.0796
844.0000	 -0.0799
843.5000	 -0.0796
843.0000	 -0.0790
842.5000	 -0.0792
842.0000	 -0.0798
841.5000	 -0.0792
841.0000	 -0.0794
840.5000	 -0.0804
840.0000	 -0.0788
839.5000	 -0.0782
839.0000	 -0.0795
838.5000	 -0.0782
838.0000	 -0.0786
837.5000	 -0.0779
837.0000	 -0.0778
836.5000	 -0.0791
836.0000	 -0.0775
835.5000	 -0.0770
835.0000	 -0.0777
834.5000	 -0.0776
834.0000	 -0.0771
833.5000	 -0.0779
833.0000	 -0.0765
832.5000	 -0.0773
832.0000	 -0.0776
831.5000	 -0.0761
831.0000	 -0.0767
830.5000	 -0.0769
830.0000	 -0.0767
829.5000	 -0.0755
829.0000	 -0.0770
828.5000	 -0.0776
828.0000	 -0.0757
827.5000	 -0.0757
827.0000	 -0.0763
826.5000	 -0.0765
826.0000	 -0.0763
825.5000	 -0.0755
825.0000	 -0.0754
824.5000	 -0.0757
824.0000	 -0.0752
823.5000	 -0.0755
823.0000	 -0.0757
822.5000	 -0.0751
822.0000	 -0.0753
821.5000	 -0.0756
821.0000	 -0.0758
820.5000	 -0.0750
820.0000	 -0.0747
819.5000	 -0.0747
819.0000	 -0.0762
818.5000	 -0.0754
818.0000	 -0.0750
817.5000	 -0.0748
817.0000	 -0.0757
816.5000	 -0.0746
816.0000	 -0.0750
815.5000	 -0.0745
815.0000	 -0.0755
814.5000	 -0.0761
814.0000	 -0.0746
813.5000	 -0.0755
813.0000	 -0.0745
812.5000	 -0.0758
812.0000	 -0.0755
811.5000	 -0.0749
811.0000	 -0.0758
810.5000	 -0.0751
810.0000	 -0.0757
809.5000	 -0.0752
809.0000	 -0.0757
808.5000	 -0.0746
808.0000	 -0.0755
807.5000	 -0.0756
807.0000	 -0.0769
806.5000	 -0.0760
806.0000	 -0.0765
805.5000	 -0.0748
805.0000	 -0.0751
804.5000	 -0.0757
804.0000	 -0.0761
803.5000	 -0.0760
803.0000	 -0.0757
802.5000	 -0.0755
802.0000	 -0.0758
801.5000	 -0.0759
801.0000	 -0.0759
800.5000	 -0.0756
800.0000	 -0.0768
799.5000	 -0.0762
799.0000	 -0.0757
798.5000	 -0.0763
798.0000	 -0.0761
797.5000	 -0.0755
797.0000	 -0.0759
796.5000	 -0.0764
796.0000	 -0.0759
795.5000	 -0.0765
795.0000	 -0.0766
794.5000	 -0.0763
794.0000	 -0.0764
793.5000	 -0.0758
793.0000	 -0.0759
792.5000	 -0.0762
792.0000	 -0.0770
791.5000	 -0.0760
791.0000	 -0.0770
790.5000	 -0.0753
790.0000	 -0.0769
789.5000	 -0.0767
789.0000	 -0.0770
788.5000	 -0.0768
788.0000	 -0.0762
787.5000	 -0.0765
787.0000	 -0.0761
786.5000	 -0.0766
786.0000	 -0.0766
785.5000	 -0.0763
785.0000	 -0.0764
784.5000	 -0.0778
784.0000	 -0.0769
783.5000	 -0.0768
783.0000	 -0.0769
782.5000	 -0.0768
782.0000	 -0.0768
781.5000	 -0.0775
781.0000	 -0.0771
780.5000	 -0.0769
780.0000	 -0.0769
779.5000	 -0.0769
779.0000	 -0.0775
778.5000	 -0.0770
778.0000	 -0.0777
777.5000	 -0.0773
777.0000	 -0.0774
776.5000	 -0.0778
776.0000	 -0.0766
775.5000	 -0.0769
775.0000	 -0.0767
774.5000	 -0.0771
774.0000	 -0.0775
773.5000	 -0.0771
773.0000	 -0.0782
772.5000	 -0.0765
772.0000	 -0.0779
771.5000	 -0.0778
771.0000	 -0.0770
770.5000	 -0.0771
770.0000	 -0.0774
769.5000	 -0.0774
769.0000	 -0.0777
768.5000	 -0.0773
768.0000	 -0.0780
767.5000	 -0.0775
767.0000	 -0.0775
766.5000	 -0.0777
766.0000	 -0.0768
765.5000	 -0.0776
765.0000	 -0.0775
764.5000	 -0.0779
764.0000	 -0.0774
763.5000	 -0.0781
763.0000	 -0.0776
762.5000	 -0.0779
762.0000	 -0.0777
761.5000	 -0.0772
761.0000	 -0.0776
760.5000	 -0.0779
760.0000	 -0.0779
759.5000	 -0.0773
759.0000	 -0.0780
758.5000	 -0.0785
758.0000	 -0.0780
757.5000	 -0.0777
757.0000	 -0.0779
756.5000	 -0.0773
756.0000	 -0.0779
755.5000	 -0.0785
755.0000	 -0.0778
754.5000	 -0.0781
754.0000	 -0.0790
753.5000	 -0.0779
753.0000	 -0.0791
752.5000	 -0.0780
752.0000	 -0.0777
751.5000	 -0.0782
751.0000	 -0.0786
750.5000	 -0.0784
750.0000	 -0.0780
749.5000	 -0.0787
749.0000	 -0.0786
748.5000	 -0.0786
748.0000	 -0.0789
747.5000	 -0.0789
747.0000	 -0.0791
746.5000	 -0.0789
746.0000	 -0.0791
745.5000	 -0.0788
745.0000	 -0.0790
744.5000	 -0.0791
744.0000	 -0.0789
743.5000	 -0.0789
743.0000	 -0.0793
742.5000	 -0.0793
742.0000	 -0.0792
741.5000	 -0.0791
741.0000	 -0.0801
740.5000	 -0.0800
740.0000	 -0.0801
739.5000	 -0.0796
739.0000	 -0.0802
738.5000	 -0.0798
738.0000	 -0.0805
737.5000	 -0.0799
737.0000	 -0.0813
736.5000	 -0.0808
736.0000	 -0.0813
735.5000	 -0.0808
735.0000	 -0.0811
734.5000	 -0.0818
734.0000	 -0.0814
733.5000	 -0.0820
733.0000	 -0.0825
732.5000	 -0.0819
732.0000	 -0.0828
