1779291133.226642	-0.005	0.0
1779291133.2486596	-0.005	0.0
1779291133.324929	-0.005	0.0
1779291133.324929	-0.005	0.0
1779291133.4228067	-0.005	0.0
1779291133.4228067	-0.005	0.0
1779291133.4434485	-0.005	0.0
1779291133.5405605	-0.005	0.0
1779291133.5405605	-0.005	0.0
1779291133.6291838	-0.005	0.0
1779291133.6291838	-0.005	0.0
1779291133.7262604	-0.005	0.0
1779291133.7262604	-0.005	0.0
1779291133.822178	-0.005	0.0
1779291133.822178	-0.005	0.0
1779291133.843206	-0.005	0.0
1779291133.9182334	-0.005	0.0
1779291133.9390616	-0.005	0.0
1779291134.0363986	-0.005	0.0
1779291134.0363986	-0.005	0.0
1779291134.1225612	-0.005	0.0
1779291134.1225612	-0.005	0.0
1779291134.1435893	-0.005	0.0
1779291134.2236724	-0.005	0.0
1779291134.2342212	-0.005	0.0
1779291134.3199236	-0.005	0.0
1779291134.3324416	-0.005	0.0
1779291134.4250522	-0.005	0.0
1779291134.4250522	-0.005	0.0
1779291134.5298874	-0.005	0.0
1779291134.5298874	-0.005	0.0
1779291134.5403996	-0.005	0.0
1779291134.626997	-0.005	0.0
1779291134.6376758	-0.005	0.0
1779291134.7218645	-0.005	0.0
1779291134.7323875	-0.005	0.0
1779291134.8289554	-0.005	0.0
1779291134.8289554	-0.005	0.0
1779291134.8289554	-0.005	0.0
1779291134.9212687	-0.005	0.0
1779291134.944164	-0.005	0.0
1779291135.0172236	-0.005	0.0
1779291135.0397918	-0.005	0.0
1779291135.1152182	-0.005	0.0
1779291135.1373193	-0.005	0.0
1779291135.2121263	-0.005	0.0
1779291135.2338288	-0.005	0.0
1779291135.2338288	-0.005	0.0
1779291135.329577	-0.005	0.0
1779291135.3401	-0.005	0.0
1779291135.4232996	-0.005	0.0
1779291135.4338086	-0.005	0.0
1779291135.5209372	-0.005	0.0
1779291135.533475	-0.005	0.0
1779291135.533475	-0.005	0.0
1779291135.6302006	-0.005	0.0
1779291135.6302006	-0.005	0.0
1779291135.7296398	-0.005	0.0
1779291135.7296398	-0.005	0.0
1779291135.8247411	-0.005	0.0
1779291135.8362577	-0.005	0.0
1779291135.9151895	-0.005	0.0
1779291135.936239	-0.005	0.0
1779291135.936239	-0.005	0.0
1779291136.0291357	-0.005	0.0
1779291136.0291357	-0.005	0.0
1779291136.1230452	-0.005	0.0
1779291136.1230452	-0.005	0.0
1779291136.219239	-0.005	0.0
1779291136.2400484	-0.005	0.0
1779291136.2400484	-0.005	0.0
1779291136.329344	-0.005	0.0
1779291136.329344	-0.005	0.0
1779291136.4340158	-0.005	0.0
1779291136.4340158	-0.005	0.0
1779291136.5278416	-0.005	0.0
1779291136.5278416	-0.005	0.0
1779291136.6246853	-0.005	0.0
1779291136.635205	-0.005	0.0
1779291136.635205	-0.005	0.0
1779291136.730773	-0.005	0.0
1779291136.730773	-0.005	0.0
1779291136.833409	-0.005	0.0
1779291136.833409	-0.005	0.0
1779291136.9274154	-0.005	0.0
1779291136.9274154	-0.005	0.0
1779291136.9379368	-0.005	0.0
1779291137.0221102	-0.005	0.0
1779291137.032635	-0.005	0.0
1779291137.1332936	-0.005	0.0
