-2.43693e-10	2.668581	1e-09
-2.3231e-10	3.086885	1e-08
-2.63425e-10	3.380582	Auto
-2.63498e-10	3.990832	1e-09
-1.7893e-10	4.406627	1e-08
-2.57027e-10	4.700335	Auto
-2.57231e-10	5.268687	1e-09
-1.5774e-10	5.679143	1e-08
-2.70437e-10	5.973822	Auto
-2.49959e-10	6.568664	1e-09
-1.2101e-10	6.986809	1e-08
-2.64261e-10	7.280655	Auto
-2.56968e-10	7.869818	1e-09
-1.9914e-10	8.287747	1e-08
-2.63398e-10	8.581646	Auto
-2.57052e-10	9.169257	1e-09
-2.2582e-10	9.586261	1e-08
-2.49697e-10	9.879883	Auto
-2.49734e-10	10.461125	1e-09
-1.7329e-10	10.885161	1e-08
-2.49794e-10	11.172933	Auto
-2.50614e-10	11.782711	1e-09
-2.1584e-10	12.192032	1e-08
-2.63787e-10	12.485174	Auto
-2.5045e-10	13.052106	1e-09
-1.7606e-10	13.483691	1e-08
-2.50155e-10	13.777755	Auto
-2.56532e-10	14.394366	1e-09
-2.1295e-10	14.823877	1e-08
-2.50631e-10	15.111705	Auto
-2.6355e-10	15.643886	1e-09
-1.7947e-10	16.064715	1e-08
-2.57375e-10	16.351169	Auto
-2.49987e-10	16.973893	1e-09
-2.1146e-10	17.404663	1e-08
-2.57076e-10	17.698641	Auto
-2.56798e-10	18.293087	1e-09
-2.1153e-10	18.723747	1e-08
-2.42854e-10	19.010451	Auto
-2.63402e-10	19.590342	1e-09
-1.9173e-10	20.02106	1e-08
-2.56762e-10	20.314828	Auto
-2.56581e-10	20.841599	1e-09
-2.1071e-10	21.254751	1e-08
-2.56666e-10	21.548878	Auto
-2.44118e-10	22.150993	1e-09
-8.366e-11	22.580573	1e-08
-2.64715e-10	22.868905	Auto
-2.56662e-10	23.470848	1e-09
-1.9753e-10	23.90043	1e-08
-2.6421e-10	24.1946	Auto
-2.57955e-10	24.754331	1e-09
-1.3856e-10	25.180633	1e-08
-2.6358e-10	25.474681	Auto
-2.57765e-10	26.118129	1e-09
-5.1962e-10	26.539912	1e-08
-2.70311e-10	26.833031	Auto
-2.77283e-10	27.351597	1e-09
-1.7855e-10	27.778976	1e-08
-2.63697e-10	28.065645	Auto
-2.56755e-10	28.647762	1e-09
-2.2748e-10	29.078394	1e-08
-2.63429e-10	29.371158	Auto
-2.58094e-10	29.938696	1e-09
-1.8186e-10	30.356355	1e-08
-2.56645e-10	30.649353	Auto
-2.4285e-10	31.231919	1e-09
-1.6942e-10	31.655931	1e-08
-2.5803e-10	31.942315	Auto
-2.57858e-10	32.552715	1e-09
-2.0371e-10	32.968183	1e-08
-2.49748e-10	33.261868	Auto
-2.56544e-10	33.885065	1e-09
-1.694e-10	34.30023	1e-08
-2.775e-10	34.593192	Auto
-2.56584e-10	35.15323	1e-09
-1.9778e-10	35.571845	1e-08
-2.63517e-10	35.865818	Auto
-2.50621e-10	36.453385	1e-09
-2.0895e-10	36.87023	1e-08
-2.56681e-10	37.163411	Auto
-2.43331e-10	37.737891	1e-09
-2.2207e-10	38.169814	1e-08
