710277718587.9679	9.529825	auto or not set
766048720698.6365	9.835796	auto or not set
703828828828.8289	10.134244	auto or not set
793587810491.2308	10.434843	auto or not set
771247879068.3326	10.740307	auto or not set
732976618045.8844	11.040558	auto or not set
697690643968.4644	11.34	auto or not set
714387769681.383	11.639244	auto or not set
828225940036.442	11.945602	auto or not set
840972163821.3776	12.245329	auto or not set
709924747976.7146	12.544391	auto or not set
782962730974.0056	12.849749	auto or not set
774653342629.1735	13.149671	auto or not set
851788756388.4156	13.448315	auto or not set
831877547624.9896	13.754908	auto or not set
793210121361.1486	14.054263	auto or not set
762137032238.3965	14.354851	auto or not set
753977229887.6573	14.660866	auto or not set
964692263168.0494	14.961927	auto or not set
962093515489.7057	15.261808	auto or not set
989021857383.0482	15.568547	auto or not set
967305088024.7631	15.86628	auto or not set
841255152687.8103	16.16542	auto or not set
826446280991.7356	16.471824	auto or not set
949397132820.6589	16.771335	auto or not set
954836245583.8824	17.070705	auto or not set
829256157226.9675	17.377103	auto or not set
843099232779.6981	17.676799	auto or not set
797511763298.5087	17.983767	auto or not set
926526452330.2141	18.28836	auto or not set
1115324559446.799	18.595877	auto or not set
1309757694826.4573	18.895266	auto or not set
1018848700967.9062	19.199185	auto or not set
978856695379.7964	19.505154	auto or not set
962463907603.4648	19.804597	auto or not set
1080380293863.4401	20.10411	auto or not set
1080380293863.4401	20.410126	auto or not set
1051967178624.027	20.709277	auto or not set
833611203734.5782	21.008072	auto or not set
986582478295.1855	21.313191	auto or not set
1003310926055.9847	21.611994	auto or not set
1117443289753.045	21.917944	auto or not set
1258970162407.1511	22.217095	auto or not set
1283367556468.1726	22.515857	auto or not set
927988121752.0416	22.815175	auto or not set
878425860857.3438	23.120224	auto or not set
1061345786457.2278	23.419279	auto or not set
950931913275.0095	23.719704	auto or not set
1086484137331.595	24.026564	auto or not set
1046353458198.1793	24.324045	auto or not set
998302885095.3379	24.624599	auto or not set
1022494887525.5625	24.929809	auto or not set
1351899418683.25	25.230173	auto or not set
1443626389490.4	25.529143	auto or not set
1096852034660.5243	25.835094	auto or not set
1479946721918.0112	26.134328	auto or not set
1141291942478.8862	26.438031	auto or not set
1196458482890.6438	26.737968	auto or not set
1383508577753.1821	27.037537	auto or not set
1331735251032.095	27.336673	auto or not set
1107297087808.6592	27.643916	auto or not set
1136234518804.6814	27.943795	auto or not set
1400364094664.613	28.243173	auto or not set
1681237390719.5696	28.549897	auto or not set
1965795164143.8962	28.849158	auto or not set
1108524553818.8672	29.147796	auto or not set
