-3.20305e-10	35.366905	1e-09
-8.9967e-10	35.792286	1e-08
-3.20306e-10	36.079036	Auto
-3.20307e-10	36.67225	1e-09
-9.0528e-10	37.09099	1e-08
-3.20307e-10	37.377665	Auto
-3.20307e-10	37.915423	1e-09
-9.0475e-10	38.349708	1e-08
-3.20306e-10	38.643836	Auto
-3.20306e-10	39.168838	1e-09
-9.1308e-10	39.589791	1e-08
-3.20306e-10	39.876296	Auto
-3.20305e-10	40.429102	1e-09
-9.6565e-10	40.848797	1e-08
-3.34008e-10	41.142002	Auto
-3.27155e-10	41.666279	1e-09
2.8087e-10	42.086126	1e-08
2.20328e-09	42.379969	Auto
-3.40859e-10	42.828293	1e-09
-7.9774e-10	43.244911	1e-08
-3.13457e-10	43.538945	Auto
-3.20306e-10	44.062888	1e-09
-9.0651e-10	44.483627	1e-08
-3.20307e-10	44.770349	Auto
-3.20307e-10	45.302428	1e-09
-9.0927e-10	45.715619	1e-08
-3.20307e-10	46.009055	Auto
-3.20307e-10	46.547845	1e-09
-8.9494e-10	46.981042	1e-08
-3.20308e-10	47.27421	Auto
-3.20307e-10	47.79966	1e-09
-8.9477e-10	48.219573	1e-08
-3.20308e-10	48.513659	Auto
-3.20306e-10	49.102572	1e-09
-9.0841e-10	49.519061	1e-08
-3.20307e-10	49.81215	Auto
-3.20305e-10	50.385422	1e-09
-9.1036e-10	50.816214	1e-08
-3.20307e-10	51.10367	Auto
-3.20307e-10	51.684621	1e-09
-9.0657e-10	52.116787	1e-08
-3.20307e-10	52.410729	Auto
-3.20306e-10	52.977977	1e-09
-9.0428e-10	53.395725	1e-08
-3.20305e-10	53.683527	Auto
