-2.0932e-10	0.000581	1e-08
-1.772e-10	0.407006	1e-07
-2.63622e-10	0.698951	Auto
-2.56712e-10	1.372128	1e-09
-2.0577e-10	1.795666	1e-08
-2.64578e-10	2.083015	Auto
-2.56815e-10	2.663834	1e-09
-1.7738e-10	3.094184	1e-08
-2.49973e-10	3.387824	Auto
-2.56725e-10	3.96979	1e-09
-2.1601e-10	4.394661	1e-08
-2.49715e-10	4.681786	Auto
-2.50564e-10	5.291694	1e-09
-2.1304e-10	5.714292	1e-08
-2.569e-10	6.000449	Auto
-2.49741e-10	6.616645	1e-09
-1.9478e-10	7.026058	1e-08
-2.57261e-10	7.319391	Auto
-2.56549e-10	8.158101	1e-09
-1.8979e-10	8.591552	1e-08
-2.50562e-10	8.87868	Auto
-2.58261e-10	9.473166	1e-09
-2.1322e-10	9.890245	1e-08
-2.57998e-10	10.177544	Auto
-2.70301e-10	10.766737	1e-09
-1.6235e-10	11.183303	1e-08
-2.50846e-10	11.469113	Auto
-2.56653e-10	12.06477	1e-09
-1.799e-10	12.488613	1e-08
-2.49696e-10	12.775193	Auto
-2.56562e-10	13.356375	1e-09
-2.5505e-10	13.786938	1e-08
-2.50602e-10	14.07472	Auto
-2.5011e-10	14.696248	1e-09
-1.8945e-10	15.126944	1e-08
-2.50297e-10	15.412413	Auto
-2.49782e-10	16.027143	1e-09
-2.8697e-10	16.442308	1e-08
-2.57272e-10	16.735346	Auto
-2.6342e-10	17.316973	1e-09
-2.1248e-10	17.740041	1e-08
-2.50766e-10	18.033122	Auto
-2.50877e-10	18.614569	1e-09
-2.2733e-10	19.038705	1e-08
-2.56688e-10	19.325971	Auto
-2.56928e-10	19.912127	1e-09
-2.1294e-10	20.336428	1e-08
-2.57987e-10	20.62273	Auto
-2.56551e-10	21.267855	1e-09
-1.7874e-10	21.695169	1e-08
-2.70669e-10	21.982784	Auto
-2.42896e-10	22.766611	1e-09
-1.5298e-10	23.194151	1e-08
-2.70247e-10	23.481763	Auto
-2.56696e-10	24.069953	1e-09
-2.3247e-10	24.48514	1e-08
-2.56649e-10	24.778847	Auto
-2.57308e-10	25.367004	1e-09
-1.9156e-10	25.790972	1e-08
-2.57105e-10	26.077621	Auto
-3.06137e-10	26.67276	1e-09
-2.0065e-10	27.089362	1e-08
-2.64233e-10	27.376943	Auto
-2.56663e-10	27.963044	1e-09
-2.3421e-10	28.387159	1e-08
-2.56584e-10	28.679932	Auto
-2.57019e-10	29.268312	1e-09
-2.1741e-10	29.685845	1e-08
-2.64359e-10	29.973544	Auto
-2.56912e-10	30.560447	1e-09
-1.8224e-10	30.983451	1e-08
-2.50566e-10	31.270021	Auto
-2.57146e-10	31.899872	1e-09
-1.6766e-10	32.308364	1e-08
-2.56698e-10	32.602774	Auto
-2.56994e-10	33.177532	1e-09
-2.0256e-10	33.601661	1e-08
-2.56551e-10	33.888175	Auto
-2.51281e-10	34.483702	1e-09
-1.5652e-10	34.894542	1e-08
-2.634e-10	35.187601	Auto
-2.50066e-10	35.782175	1e-09
-2.1772e-10	36.192912	1e-08
-2.63411e-10	36.486984	Auto
-2.50022e-10	37.073134	1e-09
-1.7825e-10	37.49724	1e-08
-2.57772e-10	37.784782	Auto
-2.56855e-10	38.372773	1e-09
-1.9074e-10	38.796716	1e-08
-2.56562e-10	39.083177	Auto
-2.50048e-10	39.663046	1e-09
-2.0203e-10	40.094929	1e-08
-2.50757e-10	40.381408	Auto
-2.51397e-10	40.975172	1e-09
-1.9252e-10	41.393743	1e-08
-2.57604e-10	41.680119	Auto
-2.50939e-10	42.261673	1e-09
-2.267e-10	42.691293	1e-08
-2.50401e-10	42.978911	Auto
-2.56587e-10	43.566171	1e-09
-1.6171e-10	43.990216	1e-08
-2.50628e-10	44.27786	Auto
-2.71361e-10	44.865573	1e-09
