-289357712.68515277	7.617694	manual
-289357712.68515277	7.937905	manual
-289357712.68515277	8.257858	manual
-289356875.4087166	8.577006	manual
-289356875.4087166	8.89673	manual
-289358549.9664344	9.216928	manual
-289356038.13712585	9.537825	manual
-289356038.13712585	9.857888	manual
-289356038.13712585	10.177847	manual
-289358549.9664344	10.497439	manual
-289356875.4087166	10.817661	manual
-289356038.13712585	11.136263	manual
-289356875.4087166	11.456568	manual
-289356875.4087166	11.776109	manual
-289356875.4087166	12.096674	manual
-283733823.6253806	12.415173	manual
-289356875.4087166	12.734372	manual
-289356875.4087166	13.054964	manual
-289357712.68515277	13.372923	manual
-289356038.13712585	13.692374	manual
-289356875.4087166	14.012716	manual
-295206437.8619969	14.332167	manual
-289356038.13712585	14.651293	manual
-289356875.4087166	14.971979	manual
-289356875.4087166	15.290305	manual
-295205566.39615995	15.609758	manual
-289356875.4087166	15.929964	manual
